0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,3,3,3,3,3,3,3,3,3,3,3,3,0
1,60,60,1,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,12,0,1,12,14,15,14,15,14,15,14,15,14,15,12,0
1,10,10,1,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,12,13,0,1,13,12,14,15,14,15,14,15,14,15,12,13,0
1,10,10,1,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,12,13,12,0,1,12,13,12,14,15,14,15,14,15,12,13,12,0
1,51,52,1,12,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,12,13,12,13,0,1,13,12,13,12,14,15,14,15,12,13,12,13,0
1,53,54,1,13,12,14,15,14,15,14,15,14,15,14,15,14,15,14,15,12,13,12,13,12,0,1,12,13,12,13,12,14,15,12,13,12,13,12,0
1,13,12,13,12,13,12,14,15,14,15,14,15,14,15,14,15,14,15,12,13,12,13,12,13,0,1,13,12,13,12,13,12,12,13,12,13,12,13,0
1,12,13,12,13,12,13,12,14,15,14,15,14,15,14,15,14,15,12,13,12,13,12,13,12,0,1,12,13,12,13,12,13,13,12,13,12,13,12,0
1,13,12,13,12,13,12,13,12,12,12,12,14,15,14,15,12,12,13,12,13,12,13,12,13,0,1,13,12,13,12,13,14,15,13,12,13,12,13,0
1,12,13,12,13,12,13,12,13,13,13,13,14,15,14,15,13,13,12,13,12,13,12,13,12,0,1,12,13,12,13,14,15,14,15,13,12,13,12,0
1,13,12,13,12,13,12,13,14,15,14,15,14,15,14,15,14,15,13,12,13,12,13,12,13,0,1,13,12,13,14,15,14,15,14,15,13,12,13,0
1,12,13,12,13,12,13,14,15,14,15,14,15,14,15,14,15,14,15,13,12,13,12,13,12,0,1,12,13,14,15,14,15,14,15,14,15,13,12,0
1,13,12,13,12,13,14,15,14,15,14,15,14,15,14,15,14,15,14,15,13,12,13,12,13,0,1,13,14,15,14,15,14,15,14,15,14,15,13,0
1,12,13,12,13,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,13,12,13,12,0,1,7,6,7,6,7,11,11,6,7,6,7,6,8
1,13,12,13,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,13,12,13,0,1,4,5,4,5,4,11,11,4,5,4,5,4,8
1,12,13,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,13,12,0,1,12,14,15,14,15,14,15,14,15,14,15,12,0
1,13,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,13,0,1,13,12,14,15,14,15,14,15,14,15,12,13,0
1,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,78,79,14,15,0,1,12,13,12,14,15,14,15,14,15,12,13,12,0
8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,6,51,52,7,6,0,1,13,12,13,12,14,15,14,15,12,13,12,13,0
8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,53,54,4,5,0,1,12,13,12,13,12,14,15,12,13,12,13,12,0
1,12,14,15,14,15,14,15,14,15,14,15,14,15,14,15,12,0,1,11,11,11,11,9,11,0,1,13,12,13,12,13,12,12,13,12,13,12,13,0
1,13,12,14,15,14,15,14,15,14,15,14,15,14,15,12,13,0,1,11,11,11,11,21,11,0,1,12,13,12,13,12,13,13,12,13,12,13,12,0
