0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,9,18,18,18,18,0
1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,21,18,18,18,18,0
1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,19,19,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,0
1,4,4,4,4,4,4,4,4,4,4,1,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,12,0,1,4,4,4,4,4,4,0
1,4,4,4,4,4,4,4,4,4,4,1,12,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,12,13,0,1,4,4,4,4,4,4,0
1,4,4,4,4,4,4,4,4,4,4,1,13,12,10,11,10,11,10,11,10,11,10,11,10,11,10,11,12,13,12,0,1,4,4,4,4,4,4,0
